"tarjim","pilih"
"once","dahulu"
"once","dulu"
"once","segera"
"once","sekali"
"camp","berkemahlah"
"camp","berkhemah"
"camp","berkhemahlah"
"camp","bertahan"
"camp","homoseks"
"camp","kem"
"camp","khemah"
"camp","khemah ; berkhemah ; perkhemahan"
"camp","melakukan berlebihan"
"camp","pelik"
"brain","otak"
"brain","otak , akal ."
"feature","ciri"
"feature","hal yang penting , rupa , khasiat ."
"feature","iras"
"feature","mencirikan"
"feature","menyifatkan"
"feature","merencanakan"
"feature","rencana"
"feature","rencana ; sifat"
"feature","rupa muka"
"afternoon","asar"
"afternoon","asar ; petang ; sore"
"afternoon","petang"
"afternoon","siang"
"afternoon","sore"
"afternoon","tengah hari"
"weekend","akhir minggu"
"weekend","akhir pekan"
"weekend","hujung minggu"
"dozen","dosin"
"dozen","dozen"
"dozen","lusin"
"dozen","dozen"
"possibility","kemungkinan"
"along","bersama"
"along","panjang"
"along","sepanjang"
"along","sepanjang terus , bersama ."
"along","seterusnya"
"insurance","asuransi"
"insurance","insurans"
"insurance","insurans , pertanggungan , jaminan ."
"insurance","jaminan"
"department","bahagian"
"department","cabang , bahagian , jawatan , jabatan ."
"department","cawangan"
"department","departemen"
"department","gedung serba ada"
"department","jabatan"
"department","jabatan ; jurusan"
"department","jurusan"
"battle","axe"
"battle","berjuang"
"battle","bertarung"
"battle","bertarungan"
"battle","bertempur"
"beginning","awal"
"beginning","awal ; mula ; pangkal"
"beginning","mulaan"
"beginning","permulaan"
"date","berpacaran"
"date","bertarikh"
"date","haribulan"
"date","i) hari bulan , tanggal , tarikh (ii) pohon kurma ."
"date","kurma"
"generally","biasanya"
"generally","kebanyakan"
"generally","umumnya"
"very","amat"
"very","amat ; benar-benar ; sangat"
"very","asangat"
"very","banget"
"sorry","dukacita"
"sorry","insaf"
"sorry","kasihan"
"sorry","ma'af"
"sorry","maaf"
"sorry","malang"
"sorry","menyedihkan"
"crisis","kemelut"
"crisis","krisis"
"crisis","perbalahan"
"complete","cukup"
"complete","diselesaikan"
"complete","genap"
"complete","genap ; khatam ; lengkap ; mutlak ; sempurna ; utuh"
"complete","genapkan"
"fan","i) kipas (ii) penggemar , peminat ."
"fan","kipas"
"fan","kipas (angin)"
"fan","kipaslah"
"fan","mengicah"
"fan","mengipas"
"fan","peminat"
"fan","pencinta"
"fan","pencinta ; penggemar"
"stick","batang"
"stick","kayu"
"stick","kayu hoki"
"stick","lekat ; tempel"
"stick","melekat"
"stick","melekatkan"
"stick","menahan"
"stick","menanggung"
"define","mendefinisikan"
"define","menegaskan"
"define","mentakrifkan"
"define","takrifkan"
"easily","dengan mudah"
"easily","getas , dengan mudah ."
"easily","mudah"
"easily","mudahnya"
"through","lewat"
"through","lulus"
"through","melalui"
"through","menembusi"
"through","menerusi"
"through","selesai"
"through","siap , melalui ."
"hole","liang"
"hole","lobang"
"hole","lohong"
"hole","lohong ; lubang"
"hole","lubang"
"hole","menebuk"
"hole","tebuk"
"element","anasir"
"element","petanda"
"element","unsur"
"vision","impian"
"vision","penampakan"
"vision","penglihatan"
"vision","visi"
"vision","wawasan"
"normal","biasa"
"normal","biasa , lazim , normal ."
"normal","lazim"
"normal","lumrah"
"normal","normal"
"Chinese","Tionghua"
"ship","bahtera"
"ship","kapal"
"ship","memuatkan kapal"
"ship","menaiki kapal"
"solution","cairan"
"solution","jalan keluar"
"solution","jawapan"
"solution","larutan"
"solution","larutan ; selesaian"
"solution","orakan"
"solution","pemecahan"
"solution","penyelesaian"
"solution","penyelesaian ; larutan"
"stone","batu"
"stone","batulah"
"stone","khayal"
"stone","mabuk"
"slowly","perlahan"
"slowly","perlahan-lahan"
"slowly","perlahan-perlahan"
"slowly","perlahanlah"
"scale","alat"
"scale","dacing"
"scale","i) piringan , neraca (ii) skala , ukuran , peringkat (iii) sisik , keladak dalam kukusan ."
"scale","kuping"
"scale","memeningkatkan"
"scale","neraca"
"scale","penimbang"
"scale","sisik"
"bit","beet"
"bit","bit"
"bit","bit ; mata"
"bit","cebis"
"bit","cebisan"
"bit","keping"
"bit","sebentar"
"bit","sedikit"
"university","universitas"
"university","universiti"
"introduce","digunakan"
"introduce","dipakai"
"introduce","diperkenalkan"
"introduce","memperkenal"
"introduce","memperkenalkan"
"introduce","memperkenalkan ; mendedahkan"
"driver","pemacu ; penghentak pemandu"
"driver","sopir"
"driver","supir"
"attempt","berusaha"
"attempt","coba , mencoba ."
"attempt","cuba ; ikhtiar"
"attempt","mencoba"
"attempt","mencuba"
"attempt","percobaan"
"attempt","percubaan"
"attempt","percubaan ; mencuba"
"attempt","usaha"
"park","i) kebun bunga , taman (ii) tempat perhentian atau tempat simpan kereta ; meletak kereta ."
"park","kawasan"
"park","meletakkan"
"park","parkir"
"park","taman"
"spot","belak"
"spot","bintik"
"spot","bintik ; rintik ; tompok"
"spot","jerawat"
"spot","melihat"
"spot","mengenal"
"lack","kekurangan"
"lack","kesempitan"
"lack","tidak ada"
"lack","tidak dipunyai"
"lack","tidak mempunyai"
"lack","tidak mempunyai , tidak mencukupi , kekurangan , kesempitan ."
"ice","air batu"
"ice","air batu ; ais"
"ice","airbatu"
"ice","ais"
"ice","beku"
"ice","cream"
"ice","es"
"ice","membeku"
"ice","membekukan"
"ice","menyejukkan"
"boat","bot"
"boat","kapal"
"boat","kapal , perahu , sampan ."
"boat","perahu"
"boat","sampan"
"drink","diminum"
"drink","limun"
"drink","meminum"
"drink","minum"
"drink","minuman"
"drink","minumlah"
"sun","bird"
"sun","mata hari"
"sun","matahari"
"sun","mengeringkan"
"sun","menjemur"
"sun","mentari"
"front","barisan"
"front","barisan ; depan ; hadap"
"front","depan"
"front","hadapan"
"front","menghadap"
"front","menghadapi"
"distance","jarak"
"distance","jarak , kejauhan , renggang ."
"distance","jauh"
"distance","jauhnya"
"distance","kejauhan"
"wood","hutan"
"wood","kayu"
"wood","kayu ; kayu-kayan ; kayu-kayuan"
"handle","batang raket"
"handle","ditangani"
"truck","gerabak"
"truck","lori"
"truck","trak"
"truck","truk"
"return","balik"
"return","balik ; kembali"
"return","balik-balik"
"return","baliklah"
"return","berbalik"
"return","berbalik ; pulang"
"mountain","Brinchang"
"mountain","Everest"
"mountain","gunung"
"mountain","gunung ; jabal"
"survey","kajian"
"survey","memeriksa"
"survey","memperhati"
"survey","memperhatikan"
"survey","mengkaji"
"survey","mengukur"
"tradition","adat"
"tradition","adat istiadat , kebiasaan turun? temurun , tradisi ."
"tradition","adatlah"
"tradition","kebiasaan"
"tradition","kepercayaan"
"tradition","resam"
"tradition","tradisi"
"winter","menjalani musim sejuk"
"winter","musim dingin"
"winter","musim salji"
"winter","musim sejuk"
"village","desa"
"village","kampong"
"village","kampung"
"village","kampung , desa ."
"Soviet","bahasa Soviet"
"Soviet","negara Soviet"
"Soviet","orang Soviet"
"refuse","bahan buangan"
"refuse","ditolak"
"refuse","enggan"
"refuse","menolak"
"refuse","sampah"
"refuse","sampah sarap"
"refuse","tidak membenarkan"
"sales","jualan"
"roll","bergolek"
"roll","bergolek ; berguling ; menggiling ; menggulung"
"roll","berguling"
"roll","berguling-guling"
"roll","berguling-gulinglah"
"roll","bergulinglah"
"roll","bergulung"
"communication","komunikasi"
"communication","perhubungan , komunikasi ."
"run","berfungsi"
"run","bergerak"
"run","berjalan"
"run","berlari"
"run","berlumba"
"run","jalankan"
"run","jenis"
"screen","adang-adang"
"screen","adangan"
"screen","bidai"
"screen","bidai ; tabir"
"screen","kasa"
"screen","layar"
"screen","lindungan"
"screen","melindungi"
"gain","dapat"
"gain","diperoleh"
"gain","faedah"
"gain","gandaan"
"gain","keuntungan"
"resident","kediaman"
"resident","pemastautin"
"resident","penduduk"
"resident","penetap"
"resident","residen"
"resident","tempat tinggal"
"hide","belulang"
"gold","beremas"
"gold","emas"
"gold","emas / aurum"
"gold","kencana"
"gold","mas"
"club","belantan"
"club","berkumpul"
"club","footed"
"club","kelab"
"future","akan datang"
"future","bakal"
"future","kelak"
"future","masa depan"
"future","masa hadapan"
"future","molis"
"farm","berladang"
"farm","bertani"
"farm","berternak"
"farm","kebun"
"farm","kebun , ladang , tempat bercucuk tanam ."
"farm","ladang"
"farm","menternak"
"potential","boleh jadi , bakal ; keupayaan ."
"potential","keupayaan"
"potential","potensi"
"potential","potensial"
"potential","upaya"
"middle","pertengahan"
"middle","sederhana"
"middle","tengah"
"presence","keberadaan"
"presence","kehadiran"
"presence","kewujudan"
"independent","bebas"
"independent","bebas ; merdeka"
"independent","independen"
"independent","merdeka"
"independent","tak bersandar"
"district","bumi"
"district","daerah"
"district","daerah ; jajahan ; mukim"
"district","distrik"
"district","Hampshire"
"district","kawasan"
"district","ranah"
"district","Solag"
"district","wilayah"
"shape","acuan"
"shape","bentuk"
"shape","bentuk , rupa , wujud ."
"shape","bentuk ; susuk"
"shape","membentuk"
"shape","rupa bentuk"
"shape","sifat"
"reader","alat baca"
"reader","pembaca"
"Ms","Cik"
"Ms","Nona"
"Ms","Puan"
"contract","akad"
"contract","akad ; kecut ; kuncup ; perjanjian"
"contract","hidap"
"contract","hidapi"
"crowd","asak"
"crowd","asakan"
"crowd","asakan ; himpitan"
"crowd","berkerumun"
"crowd","kerumun"
"crowd","kumpulan"
"crowd","kumpulan ramai"
"crowd","mengerumuni"
"crowd","orang banyak"
"Christian","Kristen"
"Christian","Kristian"
"express","berekspresi"
"express","dengan jelas"
"express","dengan laju"
"express","dengan nyata"
"express","dengan pantas"
"express","ekspres"
"express","jelas"
"express","laju"
"apartment","apartemen"
"apartment","apartmen"
"apartment","bilik"
"apartment","bilik , rumah pangsa ."
"apartment","flat"
"apartment","kamar"
"apartment","pangsapuri"
"willing","bersedia"
"willing","mahu"
"willing","mau"
"willing","menurut"
"willing","reda ; rela ; sanggup ; sedia ; sudi ; tergamak"
"willing","rela"
"willing","sanggup"
"strength","kegagahan"
"strength","kegagahan ; kekuatan ; kuasa ; tenaga"
"strength","kekuatan"
"strength","penggagahan"
"strength","tenaga"
"previous","dahulu"
"band","1 . band . 2 . radio band"
"band","bulang"
"band","bulang ; ikatan ; lorek"
"band","i) kumpulan (ii) pancaragam (iii) jalur"
"band","jalur"
"band","membalut"
"obviously","jelas"
"obviously","tampaknya"
"horse","kekuda"
"horse","kuda"
"horse","mango"
"horse","shoe"
"interested","berminat"
"interested","tertarik"
"target","incaran"
"target","inceran"
"target","maksud"
"target","matlamat"
"target","matlamat , sasaran ."
"target","matlamat ; sasaran"
"target","mensasar"
"target","mensasarkan"
"target","menyasarkan"
"prison","jel"
"prison","kurungan"
"prison","kurungan ; penjara"
"prison","penjara"
"prison","tahanan"
"ride","apungan"
"ride","belayar"
"guard","awas"
"guard","berjaga"
"guard","berjaga ; mengawal ; mengawali"
"guard","berkawal"
"demand","dituntut"
"demand","keperluan"
"demand","memerlukan"
"demand","mendesak , menuntut ; permintaan ."
"demand","menuntut"
"demand","perlu"
"demand","permintaan"
"demand","tuntut"
"demand","tuntutan"
"reporter","jurnalis"
"reporter","pelapor"
"reporter","pemberita"
"reporter","pewarta"
"reporter","reporter"
"reporter","wartawan"
"deliver","antar"
"deliver","bebaskan"
"deliver","diantar"
"deliver","hantarkan"
"deliver","membidankan"
"text","matan"
"text","naskah"
"text","naskhah"
"text","teks"
"share","bagi , membagi , bagian ."
"share","bahagian"
"share","berkongsi"
"share","habuan"
"tool","alat"
"tool","alat , perkakas ."
"tool","alat ; perkakas"
"tool","melengkapkan dengan alat"
"tool","memahat batu"
"tool","menghiasi kulit buku"
"tool","perkakas"
"wild","bergelora"
"wild","buas"
"wild","buas ; liar"
"wild","ganas"
"wild","gila"
"wild","hutan"
"wild","jalang"
"wild","liar"
"wild","liarlah"
"wild","sembarangan"
"vehicle","kendaraan"
"vehicle","kenderaan"
"vehicle","kereta"
"vehicle","mobil"
"vehicle","pembawa"
"vehicle","pengangkut"
"observe","cerap"
"observe","memegang"
"observe","memerhati"
"flight","pelarian"
"flight","penerangan"
"flight","penerbangan"
"flight","sekawan"
"inside","dalam"
"inside","dalaman"
"inside","di dalam"
"inside","isi"
"inside","masuk"
"inside","pusat"
"inside","tengah"
"facility","cara"
"facility","kemudahan"
"facility","kemudahan , kesempatan ."
"understanding","bersetuju"
"understanding","cerdik"
"understanding","fahaman"
"understanding","fahaman ; kefahaman ; pemahaman ; pengertian"
"understanding","kebolehan"
"understanding","kefahaman"
"understanding","memahami"
"understanding","pemahaman"
"average","awar"
"average","biasa"
"average","hitung panjang"
"average","hitung panjang , pukul rata , purata ."
"average","mempuratakan"
"average","menyederhanakan"
"average","pertengahan"
"average","purata"
"average","purata ; sedang ; sederhana"
"emerge","muncul"
"emerge","muncul ; terbit ; timbul"
"emerge","timbul"
"advantage","faedah"
"advantage","kelebihan"
"advantage","kesempatan"
"advantage","keuntungan"
"advantage","keuntungan , mempergunakan , kelebihan ."
"advantage","keuntungan ; untung"
"quick","bangat"
"quick","bangat ; cepat ; deras ; pantas ; pesat ; segera"
"quick","cepat"
"quick","cergas"
"quick","jepat , lekas ."
"quick","lekas"
"quick","pantas"
"quick","ringkas"
"light","cahaya"
"leadership","anjuran"
"leadership","kepemimpinan"
"leadership","kepimpinan"
"leadership","pimpinan"
"leadership","pimpinan , daya pimpin ."
"earn","dapat"
"earn","dapat gaji"
"earn","didapat"
"earn","membayar"
"earn","mencari nafkah , memperolehi , mendapat ."
"earn","mendapat"
"earn","mengganjari"
"earn","mewajarkan"
"pound","kandang binatang"
"pound","kawasan untuk barang"
"pound","menumbuk"
"pound","meremukkan"
"pound","paun"
"pound","tumbuk"
"basis","alas ; asas"
"basis","asas"
"basis","asas , basis , dasar ."
"basis","bakul"
"basis","basis"
"basis","basis , principle base BER-- have a base BER--KAN to have a base(principle) ."
"basis","dasar"
"bright","bercahaya"
"bright","berkilat"
"bright","cemerlang"
"bright","cerah"
"bright","cerah ; cerdik ; gilang-gemilang ; terang"
"bright","cerdik"
"bright","mengilap"
"operate","bedah"
"operate","bedah ; kendali"
"operate","berbedah"
"operate","berjalan"
"operate","beroperasi"
"operate","berurus"
"operate","dijalankan"
"operate","i) membelah (ii) menjalankan"
"operate","jalankan"
"guest","tamu"
"guest","tamu ; tetamu"
"guest","tetamu"
"sample","contoh"
"sample","contoh , sampel , tauladan ; menguji sebahagian daripada sesuatu ."
"sample","contoh ; percontohan"
"sample","persampelan"
"sample","sampel"
"contribute","membayar"
"contribute","mencarum"
"contribute","menyumbang"
"contribute","menyumbang , sumbang ."
"contribute","menyumbangkan"
"contribute","sumbang"
"contribute","sumbangkan"
"tiny","halus"
"tiny","kecil"
"tiny","kecil sekali"
"tiny","kenit"
"protection","lindungan"
"protection","lindungan-lindungan"
"protection","naungan"
"protection","naungan ; pembelaan"
"protection","payungan"
"protection","pelindungan"
"protection","perlindungan"
"settle","berhenti"
"feed","bahan makanan"
"feed","beri makan"
"feed","diberi makan"
"feed","memakan"
"feed","membekalkan"
"feed","memberi makan"
"feed","memelihara"
"feed","menyuap"
"collect","dikempulkan"
"collect","himpun"
"collect","himpun ; kumpul ; kutip"
"collect","himpunan"
"collect","kempulkan"
